Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate (per 100,000)","Age-standardised rate 2001 Australian Standard Population (per 100,000)","Age-standardised rate 2023 Australian population  (per 100,000)","Age-standardised rate  (WHO) (per 100,000)","Age-standardised rate  (Segi) (per 100,000)",Column L,ICD10 codes,Age group code
Actual,Melanoma of the skin,2017,Females,85–89,65,35.6,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2017,Females,90+,71,57.3,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2017,Females,All ages combined,518,4.2,3.3,4.2,2.3,1.9,NULL,C43,20
Actual,Melanoma of the skin,2017,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2017,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2017,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2017,Males,15–19,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2017,Males,20–24,2,0.2,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2017,Males,25–29,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2017,Males,30–34,5,0.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2017,Males,35–39,7,0.8,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2017,Males,40–44,9,1.1,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2017,Males,45–49,27,3.3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2017,Males,50–54,27,3.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2017,Males,55–59,59,8,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2017,Males,60–64,86,13.2,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2017,Males,65–69,115,19.6,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2017,Males,70–74,107,22.8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2017,Males,75–79,117,36.4,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2017,Males,80–84,136,64.9,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2017,Males,85–89,123,98.7,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2017,Males,90+,81,136.1,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2017,Males,All ages combined,903,7.4,6.7,9,4.4,3.7,NULL,C43,20
Actual,Melanoma of the skin,2017,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2017,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2017,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2017,Persons,15–19,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2017,Persons,20–24,4,0.2,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2017,Persons,25–29,6,0.3,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2017,Persons,30–34,8,0.4,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2017,Persons,35–39,18,1.1,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2017,Persons,40–44,18,1.1,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2017,Persons,45–49,45,2.7,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2017,Persons,50–54,58,3.8,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2017,Persons,55–59,89,5.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2017,Persons,60–64,129,9.7,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2017,Persons,65–69,163,13.6,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2017,Persons,70–74,166,17.3,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2017,Persons,75–79,169,25,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2017,Persons,80–84,207,44.2,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2017,Persons,85–89,188,61.2,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2017,Persons,90+,152,82.9,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2017,Persons,All ages combined,1421,5.8,4.8,6.3,3.2,2.8,NULL,C43,20
Actual,Melanoma of the skin,2018,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2018,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2018,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2018,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2018,Females,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2018,Females,25–29,2,0.2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2018,Females,30–34,4,0.4,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2018,Females,35–39,13,1.5,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2018,Females,40–44,10,1.2,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2018,Females,45–49,13,1.5,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2018,Females,50–54,21,2.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2018,Females,55–59,16,2,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2018,Females,60–64,33,4.7,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2018,Females,65–69,42,6.8,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2018,Females,70–74,68,13.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2018,Females,75–79,60,16.5,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2018,Females,80–84,60,22.5,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2018,Females,85–89,57,31.2,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2018,Females,90+,57,44.9,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2018,Females,All ages combined,457,3.6,2.8,3.7,1.9,1.6,NULL,C43,20
Actual,Melanoma of the skin,2018,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2018,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2018,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2018,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2018,Males,20–24,0,0,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2018,Males,25–29,4,0.4,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2018,Males,30–34,6,0.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2018,Males,35–39,12,1.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2018,Males,40–44,12,1.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2018,Males,45–49,28,3.4,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2018,Males,50–54,34,4.5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2018,Males,55–59,54,7.2,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2018,Males,60–64,81,12.3,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2018,Males,65–69,105,17.8,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2018,Males,70–74,133,26.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2018,Males,75–79,148,44.5,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2018,Males,80–84,136,62.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2018,Males,85–89,110,87.2,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2018,Males,90+,90,144,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2018,Males,All ages combined,953,7.7,6.9,9.3,4.5,3.8,NULL,C43,20
Actual,Melanoma of the skin,2018,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2018,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2018,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2018,Persons,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2018,Persons,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2018,Persons,25–29,6,0.3,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2018,Persons,30–34,10,0.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2018,Persons,35–39,25,1.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2018,Persons,40–44,22,1.4,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2018,Persons,45–49,41,2.4,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2018,Persons,50–54,55,3.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2018,Persons,55–59,70,4.6,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2018,Persons,60–64,114,8.4,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2018,Persons,65–69,147,12.2,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2018,Persons,70–74,201,19.8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2018,Persons,75–79,208,29.8,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2018,Persons,80–84,196,40.5,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2018,Persons,85–89,167,54.1,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2018,Persons,90+,147,77.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2018,Persons,All ages combined,1410,5.6,4.7,6.2,3.1,2.7,NULL,C43,20
Actual,Melanoma of the skin,2019,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2019,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2019,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2019,Females,15–19,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2019,Females,20–24,0,0,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2019,Females,25–29,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2019,Females,30–34,5,0.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2019,Females,35–39,5,0.6,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2019,Females,40–44,11,1.4,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2019,Females,45–49,15,1.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2019,Females,50–54,13,1.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2019,Females,55–59,24,3,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2019,Females,60–64,38,5.3,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2019,Females,65–69,41,6.5,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2019,Females,70–74,49,9,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2019,Females,75–79,73,19.2,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2019,Females,80–84,58,21,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2019,Females,85–89,64,34.9,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2019,Females,90+,66,50.7,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2019,Females,All ages combined,464,3.6,2.8,3.6,1.9,1.6,NULL,C43,20
Actual,Melanoma of the skin,2019,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2019,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2019,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2019,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2019,Males,20–24,0,0,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2019,Males,25–29,3,0.3,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2019,Males,30–34,5,0.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2019,Males,35–39,5,0.6,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2019,Males,40–44,13,1.6,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2019,Males,45–49,32,3.9,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2019,Males,50–54,36,4.8,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2019,Males,55–59,53,7,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2019,Males,60–64,72,10.6,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2019,Males,65–69,97,16.3,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2019,Males,70–74,142,27.4,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2019,Males,75–79,149,42.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2019,Males,80–84,136,59.7,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2019,Males,85–89,107,83.3,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2019,Males,90+,95,145.4,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2019,Males,All ages combined,945,7.5,6.7,8.9,4.4,3.6,NULL,C43,20
Actual,Melanoma of the skin,2019,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2019,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2019,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2019,Persons,15–19,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2019,Persons,20–24,0,0,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2019,Persons,25–29,4,0.2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2019,Persons,30–34,10,0.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2019,Persons,35–39,10,0.6,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2019,Persons,40–44,24,1.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2019,Persons,45–49,47,2.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2019,Persons,50–54,49,3.2,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2019,Persons,55–59,77,5,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2019,Persons,60–64,110,7.9,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2019,Persons,65–69,138,11.2,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2019,Persons,70–74,191,18,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2019,Persons,75–79,222,30.5,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2019,Persons,80–84,194,38.5,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2019,Persons,85–89,171,54.9,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2019,Persons,90+,161,82.4,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2019,Persons,All ages combined,1409,5.6,4.5,6,3,2.5,NULL,C43,20
Actual,Melanoma of the skin,2020,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2020,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2020,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2020,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2020,Females,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2020,Females,25–29,0,0,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2020,Females,30–34,3,0.3,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2020,Females,35–39,3,0.3,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2020,Females,40–44,10,1.2,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2020,Females,45–49,24,2.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2020,Females,50–54,11,1.4,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2020,Females,55–59,31,3.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2020,Females,60–64,34,4.6,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2020,Females,65–69,31,4.7,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2020,Females,70–74,57,10,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2020,Females,75–79,52,13,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2020,Females,80–84,70,24.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2020,Females,85–89,59,31.9,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2020,Females,90+,77,57.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2020,Females,All ages combined,463,3.6,2.6,3.5,1.8,1.5,NULL,C43,20
Actual,Melanoma of the skin,2020,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2020,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2020,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2020,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2020,Males,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2020,Males,25–29,0,0,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2020,Males,30–34,5,0.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2020,Males,35–39,10,1.1,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2020,Males,40–44,14,1.7,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2020,Males,45–49,15,1.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2020,Males,50–54,35,4.5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2020,Males,55–59,35,4.6,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2020,Males,60–64,73,10.5,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2020,Males,65–69,108,17.7,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2020,Males,70–74,117,21.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2020,Males,75–79,150,40.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2020,Males,80–84,140,58.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2020,Males,85–89,145,110.4,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2020,Males,90+,105,152.5,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2020,Males,All ages combined,953,7.5,6.5,8.8,4.1,3.4,NULL,C43,20
Actual,Melanoma of the skin,2020,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2020,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2020,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2020,Persons,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2020,Persons,20–24,2,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2020,Persons,25–29,0,0,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2020,Persons,30–34,8,0.4,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2020,Persons,35–39,13,0.7,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2020,Persons,40–44,24,1.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2020,Persons,45–49,39,2.3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2020,Persons,50–54,46,2.9,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2020,Persons,55–59,66,4.2,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2020,Persons,60–64,107,7.4,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2020,Persons,65–69,139,11,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2020,Persons,70–74,174,15.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2020,Persons,75–79,202,26.3,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2020,Persons,80–84,210,39.9,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2020,Persons,85–89,204,64.6,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2020,Persons,90+,182,89.8,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2020,Persons,All ages combined,1416,5.5,4.4,5.8,2.9,2.4,NULL,C43,20
Actual,Melanoma of the skin,2021,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2021,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2021,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2021,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2021,Females,20–24,0,0,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2021,Females,25–29,3,0.3,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2021,Females,30–34,2,0.2,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2021,Females,35–39,4,0.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2021,Females,40–44,9,1.1,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2021,Females,45–49,24,2.9,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2021,Females,50–54,12,1.5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2021,Females,55–59,25,3.2,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2021,Females,60–64,27,3.6,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2021,Females,65–69,40,6,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2021,Females,70–74,65,11,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2021,Females,75–79,64,15.3,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2021,Females,80–84,78,26.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2021,Females,85–89,68,36.3,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2021,Females,90+,76,55.1,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2021,Females,All ages combined,497,3.8,2.8,3.6,1.8,1.6,NULL,C43,20
Actual,Melanoma of the skin,2021,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2021,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2021,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2021,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2021,Males,20–24,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2021,Males,25–29,2,0.2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2021,Males,30–34,3,0.3,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2021,Males,35–39,8,0.9,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2021,Males,40–44,12,1.5,NULL,NULL,NULL,NULL,NULL,C43,9
