Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate 2001 Australian Standard Population  (per 100,000)","Age-standardised rate 2023 Australian population  (per 100,000)",Column I,ICD-10 codes,Column K,Column L
Incidence,Melanoma of the skin,1991,Males,Tasmania,75,37.7,44.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Males,Australian Capital Territory,42,44.3,51,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Males,Northern Territory,15,29.1,32.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Males,Australia,3185,43.1,50.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Persons,New South Wales,2110,38.1,43.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Persons,Victoria,1129,27.4,31.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Persons,Queensland,1415,52.9,59.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Persons,Western Australia,604,43.1,49.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Persons,South Australia,460,33.5,38.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Persons,Tasmania,143,34,38.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Persons,Australian Capital Territory,79,37.5,42,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Persons,Northern Territory,26,24.4,27.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1991,Persons,Australia,5967,37.7,42.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Females,New South Wales,978,33.5,37.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Females,Victoria,667,30.2,34.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Females,Queensland,687,48.9,54.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Females,Western Australia,254,33.4,37.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Females,South Australia,286,38.4,42.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Females,Tasmania,58,25.2,27.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Females,Australian Capital Territory,36,30.7,33.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Females,Northern Territory,12,19.2,21,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Females,Australia,2980,35.4,39.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Males,New South Wales,1200,45.7,54.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Males,Victoria,711,37.4,44.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Males,Queensland,886,68.9,81.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Males,Western Australia,357,53.1,63.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Males,South Australia,296,45.5,53.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Males,Tasmania,69,31,34.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Males,Australian Capital Territory,40,44,52.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Males,Northern Territory,19,39.8,46,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Males,Australia,3586,47.8,56.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Persons,New South Wales,2178,38.8,44.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Persons,Victoria,1378,33.1,38.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Persons,Queensland,1573,57.7,66.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Persons,Western Australia,611,41.9,48.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Persons,South Australia,582,41.3,47.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Persons,Tasmania,127,28,31.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Persons,Australian Capital Territory,76,36,41,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Persons,Northern Territory,31,30.2,34.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1992,Persons,Australia,6566,40.7,46.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Females,New South Wales,1052,35.5,40,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Females,Victoria,608,27.4,30.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Females,Queensland,665,45.3,50.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Females,Western Australia,332,42.8,46.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Females,South Australia,270,35.6,40.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Females,Tasmania,71,30.5,34.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Females,Australian Capital Territory,36,30.1,32.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Females,Northern Territory,12,19.3,20.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Females,Australia,3058,35.7,39.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Males,New South Wales,1428,54,64.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Males,Victoria,653,34.1,41.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Males,Queensland,861,65.6,77.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Males,Western Australia,383,55.1,64.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Males,South Australia,266,39.8,46.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Males,Tasmania,68,33.7,41.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Males,Australian Capital Territory,38,38.7,45.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Males,Northern Territory,19,37.5,43.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Males,Australia,3712,48.9,58.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Persons,New South Wales,2480,43.5,50.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Persons,Victoria,1261,30,34.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Persons,Queensland,1526,54.5,62.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Persons,Western Australia,715,47.8,54.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Persons,South Australia,536,37.4,42.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Persons,Tasmania,139,31.3,36.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Persons,Australian Capital Territory,74,33.3,37.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Persons,Northern Territory,31,28.6,32.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1993,Persons,Australia,6770,41.3,47.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Females,New South Wales,1018,33.8,38,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Females,Victoria,632,28.2,31.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Females,Queensland,702,46.7,51.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Females,Western Australia,351,44.5,49.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Females,South Australia,303,39.5,44.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Females,Tasmania,72,30.8,33.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Females,Australian Capital Territory,35,28.1,30.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Females,Northern Territory,13,20.5,21.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Females,Australia,3118,35.7,39.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Males,New South Wales,1351,50.7,60.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Males,Victoria,683,34.9,41.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Males,Queensland,925,67.3,78.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Males,Western Australia,424,59.2,68.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Males,South Australia,310,45.3,52.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Males,Tasmania,81,37.8,44.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Males,Australian Capital Territory,39,39.3,47,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Males,Northern Territory,19,39.2,45.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Males,Australia,3832,49.3,58,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Persons,New South Wales,2369,41,47.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Persons,Victoria,1315,30.9,35.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Persons,Queensland,1627,56.3,64,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Persons,Western Australia,775,51.1,57.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Persons,South Australia,613,41.8,47.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Persons,Tasmania,153,33.5,38.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Persons,Australian Capital Territory,74,32.7,37.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Persons,Northern Territory,32,29.8,33.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1994,Persons,Australia,6950,41.6,47.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Females,New South Wales,963,31.3,35.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Females,Victoria,765,33.5,37.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Females,Queensland,783,50.5,55.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Females,Western Australia,358,43.8,48.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Females,South Australia,296,38.4,42.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Females,Tasmania,92,39,42.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Females,Australian Capital Territory,38,30.5,33.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Females,Northern Territory,14,22.6,25,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Females,Australia,3319,37.2,41.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Males,New South Wales,1422,52.5,63.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Males,Victoria,770,38.6,45.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Males,Queensland,1035,72.8,84.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Males,Western Australia,479,64.6,76.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Males,South Australia,288,42.2,48.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Males,Tasmania,92,42.4,47.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Males,Australian Capital Territory,43,41.9,51,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Males,Northern Territory,18,33.1,38,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Males,Australia,4155,52.4,61.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Persons,New South Wales,2385,40.5,47.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Persons,Victoria,1535,35.6,40.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Persons,Queensland,1818,60.7,68.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Persons,Western Australia,837,53.4,61.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Persons,South Australia,584,39.6,44.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Persons,Tasmania,184,40.6,44.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Persons,Australian Capital Territory,81,35.1,40.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Persons,Northern Territory,32,28,31.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1995,Persons,Australia,7474,43.8,50.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Females,New South Wales,1069,34,38.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Females,Victoria,820,35.7,39.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Females,Queensland,864,54.6,60.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Females,Western Australia,310,37.7,41.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Females,South Australia,272,34.9,39.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Females,Tasmania,95,40,42.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Females,Australian Capital Territory,39,30.8,34.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Females,Northern Territory,15,21.6,22.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Females,Australia,3488,38.5,42.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Males,New South Wales,1462,53.1,64.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Males,Victoria,864,42.7,50.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Males,Queensland,1113,77.2,90.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Males,Western Australia,430,56.9,66.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Males,South Australia,311,45.4,54.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Males,Tasmania,94,43.2,50.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Males,Australian Capital Territory,44,42.5,51.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Males,Northern Territory,20,35.5,40.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Males,Australia,4351,54.1,64.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Persons,New South Wales,2531,42.2,49.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Persons,Victoria,1684,38.4,43.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Persons,Queensland,1977,64.7,74,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Persons,Western Australia,740,46.4,52.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Persons,South Australia,583,39.1,45.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Persons,Tasmania,189,41.1,45.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Persons,Australian Capital Territory,84,35.5,41.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Persons,Northern Territory,35,28.6,31.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1996,Persons,Australia,7839,45.2,52,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Females,New South Wales,1162,36.4,41.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Females,Victoria,913,38.8,43.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Females,Queensland,893,55.2,60.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Females,Western Australia,294,34.3,38.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Females,South Australia,319,40.2,45.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Females,Tasmania,98,40.2,44.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Females,Australian Capital Territory,42,32.2,36.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Females,Northern Territory,16,23.3,24.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Females,Australia,3751,40.6,45.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Males,New South Wales,1633,57.1,68.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Males,Victoria,899,42.9,50.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Males,Queensland,1236,82.8,97.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Males,Western Australia,398,51.7,61.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Males,South Australia,344,48.2,55.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Males,Tasmania,91,41.8,48.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Males,Australian Capital Territory,51,46,55.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Males,Northern Territory,19,28.8,31.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Males,Australia,4696,56.3,66.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Persons,New South Wales,2795,45.6,53.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Persons,Victoria,1812,40.4,46.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Persons,Queensland,2129,67.8,76.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Persons,Western Australia,692,42.4,48.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Persons,South Australia,663,43.6,49.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Persons,Tasmania,189,40.5,45.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Persons,Australian Capital Territory,93,38.3,44.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Persons,Northern Territory,36,26.1,28.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1997,Persons,Australia,8447,47.6,54.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Females,New South Wales,1120,34.4,38.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Females,Victoria,751,31.5,35,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Females,Queensland,908,54.8,61,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Females,Western Australia,327,37.6,42.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Females,South Australia,276,34.3,38.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Females,Tasmania,84,34.5,38,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Females,Australian Capital Territory,42,31.5,35.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Females,Northern Territory,15,20.7,21.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Females,Australia,3518,37.4,41.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Males,New South Wales,1558,53.7,64.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Males,Victoria,791,37.7,44.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Males,Queensland,1230,79.8,93.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Males,Western Australia,427,54.3,64.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Males,South Australia,301,42.2,50.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Males,Tasmania,86,39.4,47.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Males,Australian Capital Territory,56,48.5,57.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Males,Northern Territory,22,31.5,34.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Males,Australia,4482,53,63,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Persons,New South Wales,2678,42.9,50.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Persons,Victoria,1542,34,38.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Persons,Queensland,2138,66.5,76,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Persons,Western Australia,754,45.1,52.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Persons,South Australia,577,37.5,43.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Persons,Tasmania,170,36,41.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Persons,Australian Capital Territory,97,39.3,45.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Persons,Northern Territory,37,26.5,28.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1998,Persons,Australia,8000,44.3,51.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Females,New South Wales,1129,34.1,38.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Females,Victoria,784,32,36.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Females,Queensland,898,52.8,58.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Females,Western Australia,395,43.7,48.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Females,South Australia,288,35.7,39.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Females,Tasmania,102,41.2,45,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Females,Australian Capital Territory,45,33.6,38.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Females,Northern Territory,16,25.8,28.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Females,Australia,3661,38.1,42.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Males,New South Wales,1650,55.4,66.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Males,Victoria,884,41.6,49.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Males,Queensland,1152,73.3,86.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Males,Western Australia,550,68.1,81.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Males,South Australia,317,43.7,52.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Males,Tasmania,89,38.7,44.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Males,Australian Capital Territory,61,51.1,60.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Males,Northern Territory,24,34.4,38.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Males,Australia,4736,54.8,65.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Persons,New South Wales,2779,43.6,50.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Persons,Victoria,1668,36,41.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Persons,Queensland,2050,62.1,71,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Persons,Western Australia,945,54.7,63.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Persons,South Australia,605,38.8,44.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Persons,Tasmania,191,39.9,44.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Persons,Australian Capital Territory,107,41.8,48.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Persons,Northern Territory,39,30.6,34.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,1999,Persons,Australia,8397,45.5,52.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Females,New South Wales,1189,35.1,40.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Females,Victoria,839,33.5,38.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Females,Queensland,964,55.1,61.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Females,Western Australia,372,40.4,45.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Females,South Australia,275,33.1,37.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Females,Tasmania,118,48,52.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Females,Australian Capital Territory,43,30.7,34.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Females,Northern Territory,19,28,30.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Females,Australia,3826,38.9,43.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Males,New South Wales,1636,54,65.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Males,Victoria,892,40.6,48.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Males,Queensland,1301,80.7,95,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Males,Western Australia,532,63.5,75.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Males,South Australia,339,45.8,55.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Males,Tasmania,110,48.7,58,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Males,Australian Capital Territory,61,49,57,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Males,Northern Territory,26,35.8,39.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Males,Australia,4890,55.4,66.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Persons,New South Wales,2825,43.5,51,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Persons,Victoria,1731,36.5,42.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Persons,Queensland,2265,67,76.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Persons,Western Australia,904,51.1,59,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Persons,South Australia,614,38.5,44.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Persons,Tasmania,228,47.3,53.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Persons,Australian Capital Territory,105,39.4,45.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Persons,Northern Territory,45,32.3,35.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2000,Persons,Australia,8716,46.2,53.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2001,Females,New South Wales,1245,36.1,41.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2001,Females,Victoria,813,32.2,36.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2001,Females,Queensland,992,55.5,61.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2001,Females,Western Australia,396,42,47.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2001,Females,South Australia,254,30.5,33.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2001,Females,Tasmania,106,42.2,46.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2001,Females,Australian Capital Territory,48,33.4,37.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2001,Females,Northern Territory,21,30.1,32.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2001,Females,Australia,3896,38.9,43.8,NULL,C43,NULL,NULL
